pubid,ctuition17,state17,female,black,hisp,yr97,yr98,yr99,yr00,yr01,mhighgrad,msomcol,fhighgrad,fsomcol,parincome,afqt,dayssmklm17,pct_insclnxtyr
7275,2.29935503,33,1,1,0,0,0,0,0,1,0,1,1,0,30.9101944,37.49200058,1,
5566,2.29935503,33,0,0,0,0,0,0,0,1,0,1,1,0,95.59601593,66.84300232,0,
7285,2.29935503,33,0,1,0,0,0,0,0,1,0,1,0,1,34.10452271,38.9980011,0,
5610,1.99031949,33,1,1,0,0,0,0,1,0,0,1,1,0,41.3388176,76.42500305,0,99
7302,2.29935503,33,1,1,0,0,0,0,0,1,1,0,1,0,0,5.225999832,0,
5554,2.29935503,33,0,1,0,0,0,0,0,1,1,0,1,0,2.015267134,41.94499969,0,
7309,1.576038361,33,0,1,0,0,1,0,0,0,0,1,0,1,109.1603088,50.70100021,2,
7269,1.99031949,33,1,1,0,0,0,0,1,0,0,1,0,1,9.519554138,10.34300041,0,85
7330,1.975081563,33,1,1,0,0,0,1,0,0,1,0,1,0,19.63593674,46.00400162,5,
3900,1.975081563,33,1,0,0,0,0,1,0,0,1,0,1,0,90.42865753,70.45500183,30,
3885,1.99031949,33,1,1,0,0,0,0,1,0,0,1,1,0,24.15737152,19.18300056,0,70
7314,2.29935503,33,0,1,0,0,0,0,0,1,1,0,1,0,33.85132217,20.1970005,0,
5589,1.99031949,33,1,1,0,0,0,0,1,0,0,1,0,1,82.68159485,69.17299652,0,100
7293,1.576038361,33,1,1,0,0,1,0,0,0,0,1,0,1,85.26130676,38.93199921,0,
7322,1.99031949,33,0,1,0,0,0,0,1,0,0,1,0,1,0,47.37200165,0,100
5563,1.576038361,33,1,0,0,0,1,0,0,0,0,0,1,0,0,42.00299835,0,
7306,1.975081563,33,1,1,0,0,0,1,0,0,0,1,0,1,46.50616837,49.0890007,0,
5577,2.29935503,33,0,1,0,0,0,0,0,1,1,0,1,0,0,29.87899971,12,
7270,1.99031949,33,1,1,0,0,0,0,1,0,1,0,0,1,47.90135574,54.71099854,0,0
7294,2.29935503,33,1,1,0,0,0,0,0,1,0,1,0,1,85.26130676,41.31200027,0,
3884,2.29935503,33,0,1,0,0,0,0,0,1,0,1,1,0,44.52085876,69.09899902,0,
3903,1.576038361,33,0,0,0,0,1,0,0,0,1,0,1,0,48.94903183,80.47799683,0,
7292,1.576038361,33,0,1,0,0,1,0,0,0,1,0,0,1,106.5766373,18.99699974,0,
7323,1.99031949,33,0,1,0,0,0,0,1,0,0,1,0,1,1.178156257,42.19800186,0,100
7296,1.975081563,33,1,1,0,0,0,1,0,0,0,0,1,0,107.2225571,70.41999817,0,
5615,1.576038361,33,1,0,0,0,1,0,0,0,0,1,1,0,68.68932343,54.83399963,15,
7329,2.29935503,33,1,1,0,0,0,0,0,1,1,0,1,0,35.65472794,39.57799911,0,
5580,1.975081563,33,1,0,0,0,0,1,0,0,0,0,0,0,11.51802826,58.43199921,0,
7268,1.975081563,33,1,1,0,0,0,1,0,0,0,1,0,1,9.519554138,1.646000028,0,
3878,1.975081563,33,0,1,0,0,0,1,0,0,0,1,0,1,129.1838074,85.27700043,0,
5594,2.29935503,33,1,0,0,0,0,0,0,1,0,0,0,0,14.21021843,60.77199936,0,
8797,1.653552651,33,1,1,0,1,0,0,0,0,1,0,1,0,59.4245491,54.87400055,0,100
7305,2.29935503,33,1,1,0,0,0,0,0,1,0,1,1,0,16.66470909,17.73800087,0,
8790,2.29935503,33,1,0,0,0,0,0,0,1,0,1,0,1,59.16617966,74.53900146,0,
7331,1.99031949,33,0,1,0,0,0,0,1,0,1,0,0,0,31.00411224,6.21600008,0,75
5578,2.29935503,33,1,1,0,0,0,0,0,1,0,1,1,0,87.84498596,59.79000092,0,
5581,1.576038361,33,0,0,0,0,1,0,0,0,0,1,1,0,76.32147217,87.02400208,0,
3894,1.576038361,33,1,0,0,0,1,0,0,0,0,1,0,1,83.96946716,100,0,
5560,1.576038361,33,1,1,0,0,1,0,0,0,0,1,1,0,36.88871002,21.74500084,0,
3911,1.975081563,33,1,0,0,0,0,1,0,0,1,0,0,0,65.36700439,78.20600128,0,
7337,2.29935503,33,0,1,0,0,0,0,0,1,0,1,1,0,33.07263947,24.4470005,0,
3906,2.29935503,33,1,0,0,0,0,0,0,1,1,0,0,1,39.01350784,84.56800079,0,
7328,1.576038361,33,1,1,0,0,1,0,0,0,1,0,1,0,35.65472794,38.29299927,0,
5583,1.576038361,33,1,0,0,0,1,0,0,0,1,0,1,0,10.98062325,71.41300201,4,
7324,1.576038361,33,1,1,0,0,1,0,0,0,0,1,0,1,150.3053436,85.21800232,0,
5606,1.99031949,33,1,0,0,0,0,0,1,0,0,0,0,0,20.92777634,50.88299942,0,100
7303,1.576038361,33,1,1,0,0,1,0,0,0,1,0,1,0,24.54492188,38.09600067,0,
3887,1.653552651,33,1,1,0,1,0,0,0,0,1,0,1,0,28.42043686,57.90299988,0,100
3908,2.29935503,33,0,0,0,0,0,0,0,1,1,0,0,0,59.13517761,36.40800095,10,
7290,1.975081563,33,0,1,0,0,0,1,0,0,0,1,0,1,58.1327095,30.09799957,0,
3883,1.576038361,33,1,0,0,0,1,0,0,0,1,0,0,1,59.4245491,20.66200066,0,
3890,2.29935503,33,1,0,1,0,0,0,0,1,1,0,0,0,16.0187912,32.07899857,30,
7334,1.576038361,33,0,1,0,0,1,0,0,0,0,0,1,0,40.046978,21.86400032,0,
7291,1.576038361,33,1,1,0,0,1,0,0,0,0,1,1,0,79.70640564,46.7179985,0,
5599,1.99031949,33,0,1,0,0,0,0,1,0,1,0,1,0,12.92096329,3.279000044,0,0
5562,1.99031949,33,1,0,0,0,0,0,1,0,0,1,0,1,48.44392395,90.9509964,0,100
6541,2.514087915,34,1,0,0,0,0,0,1,0,0,1,0,1,104.6388779,95.66300201,0,100
6555,2.51477313,34,0,0,0,0,0,0,0,1,1,0,0,0,69.97628021,56.89099884,18,
6563,2.51477313,34,0,0,0,0,0,0,0,1,1,0,0,1,81.0279541,86.55899811,0,
6559,2.503344297,34,0,0,0,0,1,0,0,0,0,1,0,1,91.65589905,25.81999969,0,
6548,2.51477313,34,1,0,0,0,0,0,0,1,0,1,0,1,73.32343292,74.32800293,1,
6552,2.503344297,34,0,0,0,0,1,0,0,0,1,0,0,1,52.96535873,88.01599884,0,
6547,2.514087915,34,0,0,0,0,0,0,1,0,0,1,0,1,113.6817474,32.6570015,30,60
6554,2.523922682,34,0,0,0,0,0,1,0,0,1,0,0,0,69.97628021,30.23200035,30,
6564,2.51477313,34,1,0,0,0,0,0,0,1,0,0,0,0,127.8919601,29.97100067,5,
6510,2.51477313,34,0,0,0,0,0,0,0,1,1,0,1,0,22.60716438,95.29799652,0,
6578,2.514087915,34,0,0,0,0,0,0,1,0,1,0,1,0,14.01902676,79.36399841,0,100
6511,2.514087915,34,1,1,0,0,0,0,1,0,1,0,1,0,44.52085876,68.2559967,0,100
6512,2.514087915,34,0,0,0,0,0,0,1,0,0,1,1,0,160.1233215,92.29699707,0,95
6515,2.503344297,34,1,0,1,0,1,0,0,0,0,1,1,0,88.65367126,71.72799683,0,
6535,2.523922682,34,1,0,0,0,0,1,0,0,1,0,1,0,63.60122681,66.9240036,0,
6561,2.503344297,34,1,0,0,0,1,0,0,0,1,0,0,1,81.0279541,89.56700134,0,
6544,2.523922682,34,1,0,0,0,0,1,0,0,0,1,0,1,35.84850311,44.71900177,15,
4490,1.087270737,36,1,0,1,0,0,0,1,0,1,0,1,0,0.018085733,36.57799911,0,100
4672,0.457928836,38,1,0,0,0,1,0,0,0,0,1,1,0,47.99178314,21.5359993,30,
6247,1.057052374,36,0,0,1,0,1,0,0,0,1,0,0,0,47.53963852,24.55900002,5,
4506,1.087270737,36,0,0,0,0,0,0,1,0,0,0,1,0,65.23781586,50.86899948,0,100
1918,1.062835336,36,0,0,0,0,0,1,0,0,0,1,0,1,68.93764496,89.63899994,0,
6479,2.070855856,73,0,0,0,0,1,0,0,0,0,0,1,0,56.06577301,28.93099976,6,
1239,1.087270737,36,0,0,0,0,0,0,1,0,0,1,0,1,318.40448,98.47899628,29,100
6275,1.057052374,36,1,0,0,0,1,0,0,0,0,1,0,1,122.8537903,72.54100037,0,
1916,1.087270737,36,1,0,0,0,0,0,1,0,1,0,1,0,110.4521484,74.73200226,30,100
6283,1.088798404,36,0,0,1,0,0,0,0,1,1,0,1,0,19.05461121,30.20299911,0,
6296,1.088798404,36,0,0,0,0,0,0,0,1,1,0,1,0,48.44392395,38.57099915,0,
4478,1.057052374,36,1,0,0,0,1,0,0,0,1,0,0,1,126.6001282,56.19599915,0,
6293,1.057052374,36,0,0,0,0,1,0,0,0,0,1,1,0,41.3388176,45.85300064,0,
6260,1.087270737,36,1,0,0,0,0,0,1,0,0,1,0,1,106.8995972,54.5359993,15,100
7343,1.087270737,36,0,0,1,0,0,0,1,0,1,0,1,0,38.36758804,29.56299973,0,75
4515,1.052847981,36,0,0,1,1,0,0,0,0,0,1,0,1,104.2577896,42.22299957,0,100
4480,1.088798404,36,1,0,1,0,0,0,0,1,0,1,0,1,3.229594946,38.1230011,1,
6259,1.088798404,36,1,0,0,0,0,0,0,1,0,1,0,1,228.59935,87.64499664,1,
7358,1.088798404,36,0,0,1,0,0,0,0,1,0,1,1,0,43.2488327,29.43400002,0,
6287,1.087270737,36,1,0,0,0,0,0,1,0,1,0,0,1,31.03739738,86.25299835,0,100
4502,1.088798404,36,0,0,1,0,0,0,0,1,1,0,0,1,45.21432877,1.25999999,0,
6262,1.088798404,36,1,0,0,0,0,0,0,1,0,1,0,1,54.90311432,43.3730011,2,
4510,1.087270737,36,1,0,1,0,0,0,1,0,0,0,0,0,24.6772747,49.68799973,0,85
4514,1.087270737,36,0,0,0,0,0,0,1,0,0,1,1,0,79.5772171,62.78099823,0,100
1947,1.087270737,36,1,0,0,0,0,0,1,0,0,1,0,1,84.61538696,38.69100189,5,100
6261,1.062835336,36,0,0,0,0,0,1,0,0,0,1,0,1,54.90311432,90.49099731,0,
1932,1.057052374,36,1,0,0,0,1,0,0,0,0,1,0,1,146.4944305,89.8010025,0,
6281,1.052847981,36,1,0,0,1,0,0,0,0,0,1,0,1,56.51791382,13.94799995,0,100
4459,1.057052374,36,1,0,0,0,1,0,0,0,0,1,0,1,76.32147217,48.86100006,0,
6258,1.057052374,36,1,0,0,0,1,0,0,0,0,1,0,1,88.91452026,64.18699646,0,
4512,1.062835336,36,1,0,0,0,0,1,0,0,1,0,0,1,26.54726982,61.27500153,0,
6243,1.057052374,36,1,0,0,0,1,0,0,0,0,1,0,1,106.5766373,60.05599976,0,
8908,1.087270737,36,0,0,1,0,0,0,1,0,0,1,0,0,45.21432877,19.40600014,0,70
7351,1.088798404,36,1,0,1,0,0,0,0,1,0,0,0,0,54.31145477,28.13100052,0,
7341,1.088798404,36,1,0,1,0,0,0,0,1,0,0,0,0,6.810569763,10.40400028,3,
6278,1.087270737,36,1,0,0,0,0,0,1,0,0,1,1,0,56.19495392,66.63600159,0,100
6271,1.087270737,36,1,0,0,0,0,0,1,0,0,1,0,1,174.3981323,63.15000153,0,100
6585,1.088798404,36,0,0,1,0,0,0,0,1,0,0,0,0,17.05226135,16.86100006,0,
6282,1.062835336,36,0,0,1,0,0,1,0,0,1,0,1,0,19.05461121,14.02799988,0,
2477,1.088798404,36,0,0,0,0,0,0,0,1,1,0,0,1,36.81738281,81.61799622,0,
6581,1.088798404,36,1,0,1,0,0,0,0,1,0,0,0,0,32.29595184,13.36200047,0,
6286,1.087270737,36,0,0,0,0,0,0,1,0,1,0,1,0,41.3388176,69.57900238,0,10
4469,1.088798404,36,1,0,0,0,0,0,0,1,1,0,0,0,30.51708794,50.06299973,0,
4495,1.062835336,36,1,0,1,0,0,1,0,0,0,0,1,0,19.3775692,44.09899902,2,
1946,1.087270737,36,1,0,0,0,0,0,1,0,1,0,1,0,45.79288483,81.44000244,0,20
4472,1.088798404,36,0,0,0,0,0,0,0,1,1,0,1,0,80.09395599,41.64599991,0,
6244,1.057052374,36,1,0,0,0,1,0,0,0,0,1,0,1,106.5766373,63.86600113,0,
6294,1.088798404,36,1,0,0,0,0,0,0,1,0,1,1,0,41.3388176,48.45299911,0,
4468,1.057052374,36,0,0,0,0,1,0,0,0,0,0,1,0,61.62067413,36.38600159,30,
6295,1.052847981,36,1,0,0,1,0,0,0,0,0,0,0,1,62.52496338,48.65299988,0,100
4465,1.087270737,36,1,0,0,0,0,0,1,0,0,1,1,0,58.24436951,46.2859993,0,100
4471,1.088798404,36,1,0,0,0,0,0,0,1,0,1,0,1,237.8749542,99.59200287,0,
4517,1.087270737,36,1,0,0,0,0,0,1,0,0,1,0,1,96.2419281,65.44499969,0,100
1949,1.087270737,36,0,1,0,0,0,0,1,0,0,1,1,0,34.82795334,23.06800079,0,0
4462,1.088798404,36,1,0,1,0,0,0,0,1,0,0,0,0,87.84498596,6.84100008,0,
6251,1.087270737,36,0,0,0,0,0,0,1,0,0,1,0,1,56.87962723,35.87400055,1,75
1940,1.062835336,36,1,0,1,0,0,1,0,0,0,0,0,0,24.16846657,40.54100037,1,
4481,1.087270737,36,0,0,1,0,0,0,1,0,1,0,0,1,16.79389381,58.33399963,0,100
4407,1.087270737,36,0,0,0,0,0,0,1,0,0,1,0,1,139.922699,83.3690033,0,100
6248,1.062835336,36,0,0,0,0,0,1,0,0,0,1,0,1,53.33740616,86.31700134,0,
7344,1.088798404,36,1,0,1,0,0,0,0,1,1,0,1,0,38.36758804,35.11600113,0,
6586,1.052847981,36,1,0,1,1,0,0,0,0,0,0,0,0,15.26429462,16.20700073,0,100
6241,1.087270737,36,1,0,0,0,0,0,1,0,0,1,0,1,0,95.39700317,0,100
6252,1.088798404,36,0,0,0,0,0,0,0,1,0,1,0,1,76.95748138,92.54799652,10,
4520,1.062835336,36,0,0,1,0,0,1,0,0,1,0,1,0,93.01233673,46.27099991,0,
4476,1.062835336,36,1,0,0,0,0,1,0,0,1,0,0,1,66.7880249,75.48000336,1,
1943,1.057052374,36,0,0,0,0,1,0,0,0,0,1,0,1,44.63817215,67,0,
6250,1.062835336,36,0,0,0,0,0,1,0,0,0,1,0,1,95.59601593,87.54499817,0,
7403,1.759638786,37,0,1,0,0,0,0,0,1,0,1,0,1,30.48737717,9.06000042,0,
7372,1.582141519,37,0,1,0,0,0,0,1,0,1,0,1,0,0,8.159000397,0,100
7388,1.759638786,37,1,1,0,0,0,0,0,1,0,1,0,1,90.42865753,31.59000015,0,
9001,1.582141519,37,1,1,0,0,0,0,1,0,0,1,1,0,52.22126007,14.11600018,0,100
7395,1.759638786,37,1,1,0,0,0,0,0,1,0,1,0,1,233.5500641,46.5379982,0,
7367,1.22213614,37,1,1,0,0,0,1,0,0,1,0,1,0,8.288511276,34.92499924,0,
7401,1.759638786,37,1,1,0,0,0,0,0,1,1,0,1,0,76.34762573,33.26900101,0,
7386,1.22213614,37,0,1,0,0,0,1,0,0,0,1,1,0,49.21902466,19.46500015,0,
9006,1.280928731,37,0,1,0,0,1,0,0,0,1,0,0,0,23.36935043,28.23600006,0,
8996,1.582141519,37,0,1,0,0,0,0,1,0,0,0,0,0,11.70750999,6.855999947,0,50
7380,1.582141519,37,1,1,0,0,0,0,1,0,1,0,1,0,14.08103371,20.0359993,0,0
7366,1.280928731,37,1,1,0,0,1,0,0,0,0,0,1,0,8.288511276,64.20899963,0,
916,0.39734146,38,1,0,0,0,0,0,1,0,0,1,0,1,122.7246094,70.28800201,0,90
557,0.457928836,38,1,0,1,0,1,0,0,0,0,1,0,1,55.97663498,71.80799866,28,
7598,0.39734146,38,1,0,1,0,0,0,1,0,0,0,0,1,0.058132712,5.967000008,0,75
577,0.38634783,38,0,0,0,0,0,0,0,1,0,1,0,1,111.3564301,41.10200119,0,
628,0.41069749,38,0,0,0,0,0,1,0,0,0,1,0,1,117.6622696,51.08800125,1,
1019,0.39734146,38,0,0,0,0,0,0,1,0,0,1,0,1,108.6435776,89.39700317,0,100
7435,0.39734146,38,0,0,1,0,0,0,1,0,0,1,0,0,72.34292603,66.35299683,0,50
6607,0.39734146,38,0,0,1,0,0,0,1,0,0,0,0,0,39.53024292,22.72100067,0,100
4702,0.38634783,38,0,0,1,0,0,0,0,1,0,1,0,0,48.18555832,85.85399628,0,
6775,0.41069749,38,1,0,1,0,0,1,0,0,0,0,0,0,3.561668634,7.611999989,0,
6768,0.38634783,38,0,0,1,0,0,0,0,1,0,0,0,0,31.8006134,4.002999783,0,
6617,0.38634783,38,1,0,1,0,0,0,0,1,0,0,0,1,11.88490963,24.12899971,0,
405,0.457928836,38,0,0,0,0,1,0,0,0,0,1,0,1,86.81150818,82.82099915,0,
1011,0.457928836,38,0,0,0,0,1,0,0,0,1,0,0,1,80.84322357,99.06700134,1,
368,0.457928836,38,1,0,1,0,1,0,0,0,0,0,0,0,30.52858925,10.47900009,0,
6702,0.457928836,38,0,0,1,0,1,0,0,0,1,0,0,1,74.92660522,61.0929985,0,
7491,0.39734146,38,1,0,1,0,0,0,1,0,0,1,1,0,93.65825653,56.15399933,0,80
862,0.457928836,38,1,0,0,0,1,0,0,0,0,1,1,0,36.81738281,7.765999794,3,
4690,0.503816843,38,0,0,0,1,0,0,0,0,0,0,1,0,45.21432877,57.34000015,0,0
947,0.457928836,38,1,0,1,0,1,0,0,0,0,1,0,1,171.9694672,88.91000366,30,
613,0.39734146,38,0,0,0,0,0,0,1,0,1,0,1,0,40.046978,82.8219986,0,100
587,0.39734146,38,1,0,1,0,0,0,1,0,0,0,1,0,60.45801926,58.11000061,1,100
7457,0.41069749,38,0,0,1,0,0,1,0,0,0,0,0,0,1.526429534,38.14199829,0,
6633,0.41069749,38,1,0,1,0,0,1,0,0,1,0,0,1,26.71251488,44.15800095,0,
6744,0.457928836,38,0,0,1,0,1,0,0,0,0,0,0,0,25.44049072,37.17100143,0,
4743,0.41069749,38,0,1,0,0,0,1,0,0,1,0,0,1,94.16078186,30.55200005,0,
7476,0.457928836,38,0,0,1,0,1,0,0,0,0,0,0,0,32.29595184,33.61999893,0,
853,0.38634783,38,1,0,0,0,0,0,0,1,1,0,0,0,175.6899719,23.16699982,5,
6682,0.503816843,38,1,0,1,1,0,0,0,0,0,1,1,0,62.00822449,6.369999886,0,100
1967,0.457928836,38,0,0,1,0,1,0,0,0,0,1,0,1,71.05109406,33.29899979,0,
6745,0.39734146,38,0,0,1,0,0,0,1,0,0,0,0,0,25.44049072,61.3370018,1,100
6809,0.38634783,38,1,0,1,0,0,0,0,1,1,0,1,0,62.12448883,48.72700119,0,
598,0.457928836,38,0,0,1,0,1,0,0,0,1,0,1,0,58.7786293,30.22400093,0,
367,0.457928836,38,0,0,1,0,1,0,0,0,0,0,0,0,57.24110413,47.39400101,0,
8170,0.844624281,67,1,0,1,0,1,0,0,0,0,1,0,1,31.79859161,89.02200317,0,
930,0.39734146,38,1,0,1,0,0,0,1,0,1,0,0,1,92.75397491,30.01199913,0,90
951,0.457928836,38,1,0,0,0,1,0,0,0,0,1,0,1,318.40448,66.57900238,0,
6767,0.39734146,38,0,0,1,0,0,0,1,0,0,0,0,0,31.8006134,27.2670002,0,100
6748,0.41069749,38,1,0,1,0,0,1,0,0,1,0,1,0,76.32147217,14.33500004,0,
6606,0.457928836,38,0,0,1,0,1,0,0,0,0,0,0,0,39.53024292,15.11499977,0,
940,0.41069749,38,0,0,0,0,0,1,0,0,0,1,0,1,29.97064209,97.7539978,0,
937,0.41069749,38,0,0,1,0,0,1,0,0,0,1,0,1,68.44957733,83.34300232,0,
4749,0.503816843,38,0,0,0,1,0,0,0,0,1,0,1,0,38.7551384,46.6590004,30,100
4725,0.503816843,38,1,0,0,1,0,0,0,0,0,1,1,0,104.6388779,55.25099945,0,100
363,0.39734146,38,1,0,1,0,0,0,1,0,0,0,0,0,49.73576355,51.10699844,0,100
580,0.39734146,38,0,0,0,0,0,0,1,0,1,0,1,0,52.06753159,36.12900162,0,50
6609,0.41069749,38,0,0,1,0,0,1,0,0,0,0,0,0,0,42.13000107,0,
7579,0.41069749,38,1,0,1,0,0,1,0,0,0,0,1,0,35.31626511,13.36900043,0,
6664,0.41069749,38,0,0,1,0,0,1,0,0,0,0,0,0,24.54492188,67.81300354,0,
599,0.457928836,38,1,0,1,0,1,0,0,0,0,0,0,0,0,25.56599998,0,
2722,1.906764746,58,1,1,0,0,1,0,0,0,0,0,0,0,20.3523922,31.1760006,0,
7404,0.38634783,38,1,1,0,0,0,0,0,1,1,0,0,0,32.03887558,22.63599968,0,
425,0.41069749,38,1,0,0,0,0,1,0,0,1,0,0,1,126.6001282,96.53099823,0,
6806,0.457928836,38,0,0,1,0,1,0,0,0,0,0,1,0,45.21432877,72.75099945,0,
865,0.38634783,38,0,0,0,0,0,0,0,1,1,0,1,0,120.5543213,92.93800354,0,
603,0.38634783,38,0,0,1,0,0,0,0,1,0,0,0,0,25.44049072,5.824999809,0,
1982,0.39734146,38,0,0,1,0,0,0,1,0,0,0,0,0,38.10922241,72.26899719,0,52
7574,0.41069749,38,1,0,1,0,0,1,0,0,1,0,0,0,52.31943893,53.67200089,0,
4680,0.41069749,38,0,0,0,0,0,1,0,0,0,1,0,1,27.59366035,40.24300003,0,
7531,0.457928836,38,1,0,1,0,1,0,0,0,0,0,0,0,21.96124649,24.88299942,0,
542,0.38634783,38,1,1,0,0,0,0,0,1,0,1,0,1,89.39518738,77.60399628,0,
7470,0.38634783,38,1,0,1,0,0,0,0,1,0,0,1,0,62.00822449,81.45400238,0,
929,0.39734146,38,0,0,0,0,0,0,1,0,0,1,0,1,155.0205536,96.07499695,0,100
6793,0.457928836,38,1,0,1,0,1,0,0,0,0,0,0,0,18.08573151,10.76000023,0,
1974,0.38634783,38,0,0,0,0,0,0,0,1,0,1,1,0,54.69705582,79.78099823,0,
424,0.38634783,38,1,0,1,0,0,0,0,1,0,1,0,1,92.62477875,83.08699799,0,
4691,0.39734146,38,0,0,0,0,0,0,1,0,0,0,1,0,45.21432877,25.14500046,3,90
432,0.457928836,38,0,0,1,0,1,0,0,0,0,1,0,1,37.46330261,20.97299957,0,
7425,0.38634783,38,0,0,1,0,0,0,0,1,0,0,0,0,20.6694088,15.7159996,0,
7520,0.41069749,38,1,0,1,0,0,1,0,0,0,0,0,0,15.76042366,83.04699707,0,
886,0.41069749,38,0,0,0,0,0,1,0,0,0,1,1,0,38.86494446,59.1570015,0,
456,0.39734146,38,0,0,1,0,0,0,1,0,1,0,0,0,38.16073608,68.66600037,0,100
6796,0.38634783,38,0,0,1,0,0,0,0,1,1,0,1,0,117.5727615,11.21899986,0,
6706,0.41069749,38,1,0,1,0,0,1,0,0,0,0,0,0,75.89548492,80.12000275,0,
4696,0.457928836,38,1,0,1,0,1,0,0,0,0,0,1,0,35.52554703,13.15799999,0,
3040,1.900409222,58,1,0,0,0,0,1,0,0,0,1,0,1,32.0375824,79.45200348,0,
589,0.39734146,38,0,0,0,0,0,0,1,0,0,0,0,0,12.15619564,9.350000381,30,100
6787,0.38634783,38,0,0,1,0,0,0,0,1,0,0,0,0,11.31650162,5.045000076,0,
6824,0.457928836,38,0,0,1,0,1,0,0,0,0,0,0,0,39.78860855,76.67900085,0,
562,0.39734146,38,1,0,1,0,0,0,1,0,1,0,0,0,36.17146301,19.30500031,0,100
4757,0.39734146,38,1,0,0,0,0,0,1,0,0,0,0,1,29.25656509,17.36000061,0,100
4745,0.39734146,38,0,0,1,0,0,0,1,0,1,0,1,0,59.4245491,42.92399979,0,75
484,0.41069749,38,1,0,1,0,0,1,0,0,0,1,0,1,60.97475433,66.93000031,0,
7442,0.457928836,38,0,0,1,0,1,0,0,0,0,0,0,0,45.21432877,41.71699905,0,
4775,0.39734146,38,1,0,1,0,0,0,1,0,1,0,0,0,62.65414429,6.958000183,1,50
6825,0.39734146,38,1,0,1,0,0,0,1,0,0,0,0,0,39.78860855,7.910999775,0,100
4763,0.39734146,38,0,0,0,0,0,0,1,0,0,1,0,1,41.97681046,96.90599823,1,99
6770,0.39734146,38,0,0,1,0,0,0,1,0,0,0,0,0,33.07263947,56.01200104,0,99
8944,0.457928836,38,1,0,1,0,1,0,0,0,0,1,0,1,0,14.88399982,0,
953,0.38634783,38,0,0,0,0,0,0,0,1,0,1,0,1,155.0980682,53.44200134,20,
4796,0.457928836,38,1,0,0,0,1,0,0,0,0,1,1,0,78.86552429,28.10300064,13,
4703,0.41069749,38,0,0,0,0,0,1,0,0,0,1,1,0,77.51027679,37.41899872,0,
878,0.38634783,38,1,0,0,0,0,0,0,1,1,0,0,1,12.21143627,49.84400177,0,
550,0.38634783,38,0,0,0,0,0,0,0,1,0,1,0,1,171.4636993,99.64800262,0,
6604,0.38634783,38,0,0,1,0,0,0,0,1,0,0,0,0,25.44049072,53.50799942,0,
6648,0.38634783,38,1,0,1,0,0,0,0,1,0,0,0,1,25.83675957,11.73600006,0,
6817,0.457928836,38,1,0,1,0,1,0,0,0,0,0,0,0,19.3775692,0.621999979,0,
6774,0.38634783,38,1,0,1,0,0,0,0,1,0,0,1,0,0.497815132,31.13899994,1,
6683,0.39734146,38,0,0,1,0,0,0,1,0,0,0,0,0,30.52858925,87.81600189,0,100
437,0.457928836,38,1,0,1,0,1,0,0,0,0,0,0,0,22.60716438,42.46699905,0,
7426,0.38634783,38,0,0,1,0,0,0,0,1,1,0,1,0,67.82149506,14.04800034,30,
4720,0.39734146,38,1,0,0,0,0,0,1,0,1,0,1,0,96.7341156,60.38700104,1,100
6786,0.41069749,38,1,0,1,0,0,1,0,0,0,0,0,0,11.31650162,25.4090004,0,
919,0.38634783,38,1,0,0,0,0,0,0,1,0,1,0,1,318.40448,63.70700073,0,
615,0.41069749,38,1,0,1,0,0,1,0,0,0,1,0,1,6.846741676,86.03099823,0,
4736,0.38634783,38,0,0,0,0,0,0,0,1,0,1,0,0,70.72813416,76.30899811,0,
529,0.41069749,38,1,0,1,0,0,1,0,0,0,1,1,0,23.25308418,90.45800018,0,
4774,0.39734146,38,0,0,1,0,0,0,1,0,0,0,0,1,29.45390511,21.16399956,0,70
4694,0.38634783,38,1,0,1,0,0,0,0,1,1,0,1,0,52.57780838,89.56600189,0,
1896,0.41069749,38,0,0,0,0,0,1,0,0,1,0,0,1,90.68702698,72.63999939,0,
914,0.38634783,38,0,0,0,0,0,0,0,1,0,1,0,1,58.1327095,34.98699951,0,
6803,0.457928836,38,1,0,1,0,1,0,0,0,0,1,0,0,73.02760315,42.88600159,0,
545,0.457928836,38,0,1,0,0,1,0,0,0,0,1,1,0,48.33693314,45.88600159,0,
6749,0.39734146,38,1,0,1,0,0,0,1,0,1,0,1,0,76.32147217,45.62900162,0,100
6805,0.41069749,38,1,0,1,0,0,1,0,0,0,0,0,0,38.10922241,28.28199959,0,
611,0.38634783,38,0,0,0,0,0,0,0,1,1,0,1,0,96.2419281,66.24900055,0,
7517,0.38634783,38,1,0,1,0,0,0,0,1,0,0,0,0,38.16073608,73.41699982,1,
7592,0.38634783,38,1,0,1,0,0,0,0,1,0,1,0,0,39.43276215,39.38899994,0,
6795,0.38634783,38,1,0,1,0,0,0,0,1,0,1,1,0,103.0886765,42.91799927,0,
873,0.38634783,38,1,0,1,0,0,0,0,1,0,0,0,1,22.60716438,65.00299835,0,
7532,0.39734146,38,0,0,1,0,0,0,1,0,0,0,0,0,21.96124649,30.45299911,0,0
847,0.41069749,38,0,1,0,0,0,1,0,0,0,1,0,1,94.30417633,60.22499847,0,
4741,0.41069749,38,1,0,1,0,0,1,0,0,1,0,1,0,60.90757751,50.0530014,0,
556,0.41069749,38,1,0,0,0,0,1,0,0,0,1,0,1,80.90075684,82.15299988,0,
6812,0.457928836,38,0,0,1,0,1,0,0,0,0,0,0,0,15.50205612,13.70899963,0,
